Location ID,Country,Country description,Country ID,Forecast Type,Geo Latitude,Geo Longitude,Holding Cost Percentage,Intl/Dom Ind,Location Business Partner ID,Location,Location Region,Location Type,Location Validity,Order Timing,Replaced by Customer,Sales Area,Sales Divison,Sales Domain,Sales Region,Sales Region Code,State,State description,Demand State,Supplying Location
0000512188,US,USA,,S,,,,D,,TASTING ROOM TR5   ECOMMERCE,CA,DIST,,SI,,Western Area,Dom1 California Division,Domestic,Dom1 Western Region,23,CA,California,SoCAL,8009
0000512233,US,USA,,S,,,,D,,WCD REDLANDS WAREHOUSE,CA,DIST,,SI,,Western Area,Dom1 California Division,Domestic,Dom1 Western Region,23,CA,California,SoCAL,1151
0000512284,0000205033,PERU,,S,,,,I,,BODEGA SAN NICOLAS S A,,DIST,,SI,,Americas Area,Intl66  South America Div,International,Intl4 LACM Region,85,,,,1159
0000512460,US,USA,,S,,,,D,,ZERO LINK MARKETS  INC,CA,DIST,,SI,,Corporate Area,Corp Tasting Room Division,Corporate,Corp Corporate Region,64,CA,California,NorCAL,8009
0000512503,US,USA,,V,,,,D,,E J GALLO WINERY OH LCB OH6,OH,DIST,,SI,,Northern Area,Dom2 Lakes Division,Domestic,Dom2 Central Region,56,OH,Ohio,OH,1128
0000512506,US,USA,,V,,,,D,,E J GALLO WINERY OHIO LCB 0H7,OH,DIST,,SI,,Northern Area,Dom2 Lakes Division,Domestic,Dom2 Central Region,56,OH,Ohio,OH,8000
0000512523,US,USA,,S,,,,D,,INDIANA WHSL WINE LIQ CO INC,IN,DIST,,SI,,Northern Area,Dom2 MidWest Division,Domestic,Dom2 MidWest Region,53,IN,Indiana,IN,1128
0000512538,0000206025,AUSTRALIA,,S,,,,I,,BULA GLOBAL TRADE PTY LTD,,DIST,,SI,,Asia Area,Intl87  A O Asia Div,International,Intl5 Asia Region,84,,,,1159
0000512550,US,USA,,S,,,,D,,SOUTHERN GLAZER S WINE   SPIRITS,WA,DIST,,SI,,Western Area,Dom1 Western Division,Domestic,Dom1 Western Region,23,WA,Washington,WA,1132
0000512590,0000206012,MALDIVES,,S,,,,I,,GRAPE EXPECTATIONS BONDED,,DIST,,SI,,Asia Area,Intl87  A O Asia Div,International,Intl5 Asia Region,84,,,,8009
0001077382,0000200000,U K,,S,,,,I,,ASDA STORES LIMITED,NU,DIST,,SI,,Europe Area,Intl03  UK Div,International,Intl1 UK Ireland Region,70,0000200000,U K,,2102
0010000097,US,USA,,S,,,,D,,REPUBLIC NATIONAL DISTRIBUTING,FL,DIST,,SI,,Eastern Area,Dom3 Florida Division,Domestic,Dom3 SouthEast Region,60,FL,Florida,FL,1123
0010000122,US,USA,,S,,,,D,,REPUBLIC NATIONAL DISTRIBUTING,FL,DIST,,SI,,Eastern Area,Dom3 Florida Division,Domestic,Dom3 SouthEast Region,60,FL,Florida,FL,8009
0010000124,US,USA,,S,,,,D,,REPUBLIC NATIONAL DISTRIBUTING,FL,DIST,,SI,,Eastern Area,Dom3 Florida Division,Domestic,Dom3 SouthEast Region,60,FL,Florida,FL,1123
0010000149,0000200008,NETHERLANDS,,S,,,,I,,KNDL B S SNELLIUSSTRAAT DORDRECHT,,DIST,,SI,,Europe Area,Intl09  A O Continental Europe,International,Intl2 Cont Europe Region,24,,,,8009
0010000290,0000200001,IRELAND,,S,,,,I,,PEMBROKE WINE TREASURY LIMITED,,DIST,,SI,,Europe Area,Intl06  Ireland Div,International,Intl1 UK Ireland Region,70,,,,8009
0010000409,0000206005,CAMBODIA,,S,,,,I,,HUNG HIEP  CAMBODIA  CO LTD,,DIST,,SI,,Asia Area,Intl87  A O Asia Div,International,Intl5 Asia Region,84,,,,1159
0010000542,US,USA,,S,,,,D,,BARREL ROOM – WS NAPA,CA,DIST,,SI,,Corporate Area,Corp Tasting Room Division,Corporate,Corp Corporate Region,64,CA,California,NorCAL,8009
0010000543,US,USA,,S,,,,D,,BARREL ROOM   TEXAS RDC,TX,DIST,,SI,,Corporate Area,Corp Tasting Room Division,Corporate,Corp Corporate Region,64,TX,Texas,TX,8009
0010000544,US,USA,,S,,,,D,,ESTER AND ETHYL   ILLINOIS RDC,IL,DIST,,SI,,Corporate Area,Corp Tasting Room Division,Corporate,Corp Corporate Region,64,IL,Illinois,IL,8009
0010000600,US,USA,,S,,,,D,,70001 MCX RDC WEST COAST,CA,DIST,,SI,,Military Area,Dom6 Military Domestic,Domestic,Dom6 Dom Military Region,17,CA,California,MIL,1151
0010000639,0000206015,SINGAPORE,,S,,,,I,,MALT   WINE ASIA PTE   LTD,,DIST,,SI,,Asia Area,Intl87  A O Asia Div,International,Intl5 Asia Region,84,,,,1159
0010000649,US,USA,,S,,,,D,,MARSHVILLE ABC BOARD   190,NC,DIST,,SI,,Eastern Area,Dom3 Carolinas Division,Domestic,Dom3 Atlantic Region,87,NC,North Carolina,NC,8009
0010000751,US,USA,,S,,,,D,,WINE MANAGER,CA,DIST,,SI,,Corporate Area,Corp Corporate Division,Corporate,Corp Corporate Region,64,CA,California,NorCAL,8009
0010000859,0000206029,TAIWAN,,S,,,,I,,TITLIST COMPANY LIMITED,,DIST,,SI,,Asia Area,Intl87  A O Asia Div,International,Intl5 Asia Region,84,,,,1159
0010000920,US,USA,,S,,,,D,,PISANI COMPANY INC,MI,DIST,,SI,,Northern Area,Dom2 Lakes Division,Domestic,Dom2 Central Region,56,MI,Michigan,MI,8000
0010000923,0000205029,BRAZIL,,S,,,,I,,WMB SUPERMERCADOS DO BRASIL LTDA,SP,DIST,,SI,,Americas Area,Intl66  South America Div,International,Intl4 LACM Region,85,0000205029,BRAZIL,,8009
0010010633,US,USA,,S,,,,D,,EMPIRE DIST INC,GA,DIST,,SI,,Eastern Area,Dom3 Southeast Division,Domestic,Dom3 SouthEast Region,60,GA,Georgia,GA,8009
0010011072,US,USA,,S,,,,D,,ESTER AND ETHYL   TEXAS RDC,TX,DIST,,SI,,Corporate Area,Corp Tasting Room Division,Corporate,Corp Corporate Region,64,TX,Texas,TX,8009
0010011073,US,USA,,S,,,,D,,ECOMMERCE ALL OTHER WS NAPA,CA,DIST,,SI,,Eastern Area,Dom1 Southern Division,Corporate,Corp Corporate Region,64,CA,California,NorCAL,8009
0010011074,US,USA,,S,,,,D,,ECOMMERCE ALL OTHER SANTA MARIA,CA,DIST,,SI,,Eastern Area,Dom1 Southern Division,Corporate,Corp Corporate Region,64,CA,California,SoCAL,8009
0010011075,US,USA,,S,,,,D,,ECOMMERCE ALL OTHER TEXAS RDC,TX,DIST,,SI,,Corporate Area,Corp Tasting Room Division,Corporate,Corp Corporate Region,64,TX,Texas,TX,1120
0010011076,US,USA,,S,,,,D,,ECOMMERCE ALL OTHER ILLINOIS RDC,IL,DIST,,SI,,Corporate Area,Corp Tasting Room Division,Corporate,Corp Corporate Region,64,IL,Illinois,IL,8009
0010011077,US,USA,,S,,,,D,,ECOMMERCE ALL OTHER COLUMBIA TR,WA,DIST,,SI,,Corporate Area,Corp Tasting Room Division,Corporate,Corp Corporate Region,64,WA,Washington,WA,1134
0010011079,US,USA,,S,,,,D,,ECOMMERCE ORIN SWIFT,CA,DIST,,SI,,Corporate Area,Corp Tasting Room Division,Corporate,Corp Corporate Region,64,CA,California,NorCAL,1137
0010011090,US,USA,,S,,,,D,,ECOMMERCE BRIDLEWOOD,CA,DIST,,SI,,Corporate Area,Corp Tasting Room Division,Corporate,Corp Corporate Region,64,CA,California,SoCAL,8009
0010011091,US,USA,,S,,,,D,,ECOMMERCE COLUMBIA,WA,DIST,,SI,,Western Area,Dom1 California Division,Domestic,Dom1 Western Region,23,WA,Washington,WA,1134
0010011092,US,USA,,S,,,,D,,ECOMMERCE J VINEYARDS,CA,DIST,,SI,,Western Area,Dom1 California Division,Domestic,Dom1 Western Region,23,CA,California,NorCAL,8009
0010011093,US,USA,,S,,,,D,,ECOMMERCE TALBOTT,CA,DIST,,SI,,Western Area,Dom1 California Division,Domestic,Dom1 Western Region,23,CA,California,NorCAL,8009
0010011384,0000206018,THAILAND,,S,,,,I,,SIMPORT COMPANY LIMITED,,DIST,,SI,,Asia Area,Intl87  A O Asia Div,International,Intl5 Asia Region,84,,,,8009
0010011493,US,USA,,S,,,,D,,PENNSYLVANIA LCB,PA,DIST,,SI,,Northern Area,Dom2 Liberty Division,Domestic,Dom2 Central Region,56,PA,Pennsylvania,PAS,8009
0010011500,0000206003,CHINA,,S,,,,I,,ZHUHAI DISHIMEI WINERY,,DIST,,SI,,Asia Area,Intl75  China Div,International,Intl5 Asia Region,84,,,,1159
0010011561,US,USA,,S,,,,D,,MCLANE BEVERAGE DISTRIBUTION INC,FL,DIST,,SI,,Eastern Area,Dom3 Florida Division,Domestic,Dom3 SouthEast Region,60,FL,Florida,FL,1123
0010011587,US,USA,,S,,,,D,,REPUBLIC NATIONAL DISTRIBUTING,VA,DIST,,SI,,Eastern Area,Dom3 Capital Division,Domestic,Dom3 Atlantic Region,87,VA,Virginia,VA,1125
0010011857,US,USA,,S,,,,D,,JOHNSON BROTHERS OF NEVADA INC,NV,DIST,,SI,,Western Area,Dom1 Western Division,Domestic,Dom1 Western Region,23,NV,Nevada,NV,8009
0010011859,US,USA,,S,,,,D,,JOHNSON BROTHERS LIQUOR COMPANY,AZ,DIST,,SI,,Corporate Area,Corp Private Label Division,Corporate,Corp Corporate Region,64,AZ,Arizona,AZ,1151
0010012112,0000206026,INDONESIA,,S,,,,I,,PT PANTJA ARTHA NIAGA  PAN,,DIST,,SI,,Asia Area,Intl87  A O Asia Div,International,Intl5 Asia Region,84,,,,8009
0010012145,0000205003,PUERTO RICO,,S,,,,I,,FINE WINE IMPORTS  INC,,DIST,,SI,,Americas Area,Intl60  Caribbean Div,International,Intl4 LACM Region,85,,,,8009
0010012165,0000206018,THAILAND,,S,,,,I,,INDEPENDENT WINE   SPIRIT,,DIST,,SI,,Asia Area,Intl87  A O Asia Div,International,Intl5 Asia Region,84,,,,8009
0010012207,US,USA,,S,,,,D,,BENNETT DISTRIBUTING CO INC,NC,DIST,,SI,,Eastern Area,Dom3 Carolinas Division,Domestic,Dom3 Atlantic Region,87,NC,North Carolina,NC,1125
0010012208,US,USA,,S,,,,D,,EMPIRE DISTRIBUTORS OF NORTH,NC,DIST,,SI,,Eastern Area,Dom3 Carolinas Division,Domestic,Dom3 Atlantic Region,87,NC,North Carolina,NC,1125
0010012209,US,USA,,S,,,,D,,EMPIRE DISTRIBUTORS OF NORTH,NC,DIST,,SI,,Eastern Area,Dom3 Carolinas Division,Domestic,Dom3 Atlantic Region,87,NC,North Carolina,NC,8009
0010012212,0000206001,HONG KONG,,S,,,,I,,CHINA DUTY FREE INTERNATIONAL,,DIST,,SI,,Asia Area,Intl78  Hong Kong,International,Intl5 Asia Region,84,,,,1159
0010012224,US,USA,,S,,,,D,,CALMONT BEVERAGE,VT,DIST,,SI,,Mega Area,Dom4 Mega East Division,Domestic,Dom4 Mega Region,83,VT,Vermont,VT,1122
0010012228,US,USA,,S,,,,D,,YOUNG S MARKET COMPANY OF IDAHO,ID,DIST,,SI,,Mega Area,Dom4 Mega West Division,Domestic,Dom4 Mega Region,83,ID,Idaho,ID,1151
0010012242,US,USA,,S,,,,D,,D   V DISTRIBUTING COMPANY,TN,DIST,,SI,,Eastern Area,Dom3 Southeast Division,Domestic,Dom3 SouthEast Region,60,TN,Tennessee,TN,1121
0010012244,US,USA,,S,,,,D,,ALLAN S GOODMAN INC,CT,DIST,,SI,,Northern Area,Dom2 New England Division,Domestic,Dom2 NorthEast Region,55,CT,Connecticut,CT,8009
0010012246,US,USA,,S,,,,D,,BRESCOME BARTON INC,CT,DIST,,SI,,Northern Area,Dom2 New England Division,Domestic,Dom2 NorthEast Region,55,CT,Connecticut,CT,1122
0010012248,US,USA,,S,,,,D,,EDER BROTHERS INC,CT,DIST,,SI,,Northern Area,Dom2 New England Division,Domestic,Dom2 NorthEast Region,55,CT,Connecticut,CT,8009
0010012250,US,USA,,S,,,,D,,HARTLEY   PARKER LTD  INC,CT,DIST,,SI,,Northern Area,Dom2 New England Division,Domestic,Dom2 NorthEast Region,55,CT,Connecticut,CT,8009
0010012259,US,USA,,S,,,,D,,PETERLIN BROS  COMPANY,MI,DIST,,SI,,Northern Area,Dom2 Lakes Division,Domestic,Dom2 Central Region,56,MI,Michigan,MI,1128
0010012266,US,USA,,S,,,,D,,RUBY WINES INC,MA,DIST,,SI,,Northern Area,Dom2 New England Division,Domestic,Dom2 NorthEast Region,55,MA,Massachusetts,MA,8009
0010012270,US,USA,,S,,,,D,,BLUE RIDGE BEVERAGE COMPANY  INC,VA,DIST,,SI,,Eastern Area,Dom3 Capital Division,Domestic,Dom3 Atlantic Region,87,VA,Virginia,VA,1125
0010012275,US,USA,,S,,,,D,,SOUTHERN GLAZER S WINE AND,NV,DIST,,SI,,Western Area,Dom1 Western Division,Domestic,Dom1 Western Region,23,NV,Nevada,NV,8009
0010012277,US,USA,,S,,,,D,,ALLIED BEVERAGE GROUP LLC,NJ,DIST,,SI,,Northern Area,Dom2 Liberty Division,Domestic,Dom2 Central Region,56,NJ,New Jersey,NJ,8009
0010012278,US,USA,,S,,,,D,,ATHENS DISTRIBUTING COMPANY OF,TN,DIST,,SI,,Eastern Area,Dom3 Southeast Division,Domestic,Dom3 SouthEast Region,60,TN,Tennessee,TN,1151
0010012279,US,USA,,S,,,,D,,FEDWAY ASSOCIATES INC,NJ,DIST,,SI,,Northern Area,Dom2 Liberty Division,Domestic,Dom2 Central Region,56,NJ,New Jersey,NJ,8009
0010012282,US,USA,,S,,,,D,,EMPIRE DISTRIBUTORS OF NORTH,NC,DIST,,SI,,Eastern Area,Dom3 Carolinas Division,Domestic,Dom3 Atlantic Region,87,NC,North Carolina,NC,1125
0010012286,US,USA,,S,,,,D,,BRIGGS DISTRIBUTING COMPANY INC,MT,DIST,,SI,,Mega Area,Dom4 Mega West Division,Domestic,Dom4 Mega Region,83,MT,Montana,MT,8009
0010012301,US,USA,,S,,,,D,,COPA WINE CORPORATION,VA,DIST,,SI,,Eastern Area,Dom3 Capital Division,Domestic,Dom3 Atlantic Region,87,VA,Virginia,VA,8009
0010012309,US,USA,,S,,,,D,,BEST BRANDS INC,TN,DIST,,SI,,Eastern Area,Dom3 Southeast Division,Domestic,Dom3 SouthEast Region,60,TN,Tennessee,TN,8009
0010012480,0000206026,INDONESIA,,S,,,,I,,PT PANCANIAGA INDOPERKASA  PNI,,DIST,,SI,,Asia Area,Intl87  A O Asia Div,International,Intl5 Asia Region,84,,,,8009
0010012526,0000206019,MYANMAR,,S,,,,I,,CELLAR DOOR CO LTD,,DIST,,SI,,Asia Area,Intl87  A O Asia Div,International,Intl5 Asia Region,84,,,,8009
0010012898,0000200012,DENMARK,,S,,,,I,,HUSTED VIN,,DIST,,SI,,Europe Area,Intl33  Nordic Div,International,Intl2 Cont Europe Region,24,,,,8009
0010012899,0000200002,GERMANY,,S,,,,I,,DANEL FEINKOST GMBH   CO KG,,DIST,,SI,,Europe Area,Intl24  Germany Div,International,Intl2 Cont Europe Region,24,,,,1151
0010012911,0000200002,GERMANY,,S,,,,I,,GEBR HEINEMANN,,DIST,,SI,,Europe Area,Intl24  Germany Div,International,Intl2 Cont Europe Region,24,,,,2101
0010012913,0000200002,GERMANY,,S,,,,I,,WEIN WOLF IMP GMBH CO VERT KG,,DIST,,SR,,Europe Area,Intl24  Germany Div,International,Intl2 Cont Europe Region,24,,,,2101
0010012914,0000200008,NETHERLANDS,,S,,,,I,,SLIGRO FOOD GROUP NEDERLAND BV,,DIST,,SI,,Europe Area,Intl27  Netherlands Div,International,Intl2 Cont Europe Region,24,,,,1151
0010012915,0000200011,NORWAY,,S,,,,I,,STROM,,DIST,,SI,,Europe Area,Intl33  Nordic Div,International,Intl2 Cont Europe Region,24,,,,8009
0010013071,US,USA,,S,,,,D,,THE STACOLE CO INC,FL,DIST,,SI,,Corporate Area,Corp Private Label Division,Corporate,Corp Corporate Region,64,FL,Florida,FL,8009
0010013135,US,USA,,S,,,,D,,GREAT LAKES WINE   SPIRITS LLC,MI,DIST,,SI,,Northern Area,Dom2 Lakes Division,Domestic,Dom2 Central Region,56,MI,Michigan,MI,8000
0010013204,0000206015,SINGAPORE,,S,,,,I,,BULA PTE LTD,,DIST,,SI,,Asia Area,Intl87  A O Asia Div,International,Intl5 Asia Region,84,,,,1159
0010013614,0000205029,BRAZIL,,S,,,,I,,WMS SUPERMERCADOS DO BRASIL,RS,DIST,,SI,,Americas Area,Intl66  South America Div,International,Intl4 LACM Region,85,0000205029,BRAZIL,,8009
0010013621,US,USA,,S,,,,D,,MICHAEL J DEVINE   ASSOCIATES INC,WA,DIST,,SI,,Corporate Area,Corp Corporate Division,Corporate,Corp Corporate Region,64,WA,Washington,WA,8009
0010013878,0000205029,BRAZIL,,S,,,,I,,BOMPRECO SUPERMERCADOS DO,PE,DIST,,SI,,Americas Area,Intl66  South America Div,International,Intl4 LACM Region,85,0000205029,BRAZIL,,1159
0010013890,0000206001,HONG KONG,,S,,,,I,,CIAO INTERNATIONAL LTD,,DIST,,SI,,Asia Area,Intl78  Hong Kong,International,Intl5 Asia Region,84,,,,8009
0010013997,US,USA,,S,,,,D,,DAVIDSON COUNTY ABC BOARD 192,NC,DIST,,SI,,Control Area,Dom5 Control East Division,Domestic,Dom5 Control Region,88,NC,North Carolina,NC,1123
0010014091,US,USA,,S,,,,D,,MARTIGNETTI GROCERY CO LLC,MA,DIST,,SI,,Northern Area,Dom2 New England Division,Domestic,Dom2 NorthEast Region,55,MA,Massachusetts,MA,1122
0010014110,US,USA,,S,,,,D,,CENTREVILLE VA EXCH  459  D MIL,VA,DIST,,SI,,Military Area,Dom6 Military Domestic,Domestic,Dom6 Dom Military Region,17,VA,Virginia,MIL,8009
0010014138,US,USA,,S,,,,D,,AMI WINES LLC,,DIST,,SI,,Corporate Area,Corp Corporate Division,Corporate,Corp Corporate Region,64,,,AIR,1151
0010014176,US,USA,,S,,,,D,,AMI WINES LLC  CLS CATERING CAN,BC,DIST,,SI,,Corporate Area,Corp Corporate Division,Corporate,Corp Corporate Region,64,BC,British Columbia,AIR,8009
0010014248,US,USA,,S,,,,D,,PINE STATE TRADING CO,ME,DIST,,SI,,Mega Area,Dom4 Mega East Division,Domestic,Dom4 Mega Region,83,ME,Maine,ME,8009
0010014376,US,USA,,S,,,,D,,AMI WINES LLC  SKYCHEF VA,VA,DIST,,SI,,Corporate Area,Corp Corporate Division,Corporate,Corp Corporate Region,64,VA,Virginia,AIR,1151
0010014378,US,USA,,S,,,,D,,AMI WINES LLC  FLYING FOOD NY,NY,DIST,,SI,,Corporate Area,Corp Corporate Division,Corporate,Corp Corporate Region,64,NY,New York,AIR,8009
0010014390,US,USA,,S,,,,D,,AMI WINES LLC  FLYING FOOD IL,IL,DIST,,SI,,Corporate Area,Corp Corporate Division,Corporate,Corp Corporate Region,64,IL,Illinois,AIR,8009
0010014392,US,USA,,S,,,,D,,AMI WINES LLC  CHELSEA FOOD TX,TX,DIST,,SI,,Corporate Area,Corp Corporate Division,Corporate,Corp Corporate Region,64,TX,Texas,AIR,1151
0010014394,US,USA,,S,,,,D,,AMI WINES LLC  ANA CA,CA,DIST,,SI,,Corporate Area,Corp Corporate Division,Corporate,Corp Corporate Region,64,CA,California,AIR,1151
0010014396,US,USA,,S,,,,D,,AMI WINES LLC  FLYING FOOD SF CA,CA,DIST,,SI,,Corporate Area,Corp Corporate Division,Corporate,Corp Corporate Region,64,CA,California,AIR,1151
0010014398,US,USA,,S,,,,D,,AMI WINES LLC  FLYING FOOD WA,WA,DIST,,SI,,Corporate Area,Corp Corporate Division,Corporate,Corp Corporate Region,64,WA,Washington,AIR,8009
0010014418,US,USA,,S,,,,D,,SOUTHERN GLAZER S WINE   SPIRITS,TX,DIST,,SI,,Western Area,Dom1 Texas Division,Domestic,Dom1 Southern Region,38,TX,Texas,TX,1120
0010014509,0000206028,NEW ZEALAND,,S,,,,I,,DHALL   NASH FINE WINES LTD,,DIST,,SI,,Asia Area,Intl87  A O Asia Div,International,Intl5 Asia Region,84,,,,8009
0010014530,US,USA,,S,,,,D,,TASTING ROOM VIVINO ONLINE SALES,CA,DIST,,SI,,Corporate Area,Corp Tasting Room Division,Corporate,Corp Corporate Region,64,CA,California,NorCAL,1130
0010014544,US,USA,,S,,,,D,,GREAT LAKES WINE   SPIRITS LLC,MI,DIST,,SI,,Northern Area,Dom2 Lakes Division,Domestic,Dom2 Central Region,56,MI,Michigan,MI,8009
0010014760,0000206018,THAILAND,,S,,,,I,,ROUGHRHINO BEVERAGE CO LIMITED,,DIST,,SI,,Asia Area,Intl87  A O Asia Div,International,Intl5 Asia Region,84,,,,1159
0010014846,US,USA,,S,,,,D,,JOHNSON BROTHERS OF NORTH CAROLINA,NC,DIST,,SI,,Eastern Area,Dom3 Carolinas Division,Domestic,Dom3 Atlantic Region,87,NC,North Carolina,NC,8009
0010014957,US,USA,,S,,,,D,,WINE WAREHOUSE IMPORTS,CA,DIST,,SI,,Western Area,Dom1 California Division,Domestic,Dom1 Western Region,23,CA,California,SoCAL,1151
0010015230,0000205032,ECUADOR,,S,,,,I,,ECUADOR PREMIUM BRANDS EPB S A,,DIST,,SI,,Americas Area,Intl66  South America Div,International,Intl4 LACM Region,85,,,,8009
0010015240,0000206000,JAPAN,,S,,,,I,,KOKUBU GROUP CORP,,DIST,,SI,,Asia Area,Intl72  Japan Div,International,Intl5 Asia Region,84,,,,1159
0010015358,US,USA,,S,,,,D,,RALEY S WAREHOUSE,CA,DIST,,SI,,Western Area,Dom1 California Division,Domestic,Dom1 Western Region,23,CA,California,NorCAL,8009
0010015417,0000200005,SWITZERLAND,,S,,,,I,,DETTLING   MARMOT AG,,DIST,,SI,,Europe Area,Intl09  A O Continental Europe,International,Intl2 Cont Europe Region,24,,,,2101
0010015441,0000200005,SWITZERLAND,,S,,,,I,,DETTLING   MARMOT AG,ZH,DIST,,SI,,Europe Area,Intl09  A O Continental Europe,International,Intl2 Cont Europe Region,24,0000200005,SWITZERLAND,,8009
0010015518,0000206000,JAPAN,,S,,,,I,,SUNTORY SPIRITS LIMITED,,DIST,,SI,,Asia Area,Intl72  Japan Div,International,Intl5 Asia Region,84,,,,1144
0010015524,0000206004,KOREA,,S,,,,I,,LOTTE CHILSUNG BEVERAGE CO   LTD,,DIST,,SI,,Asia Area,Intl81  South Korea Div,International,Intl5 Asia Region,84,,,,8009
0010015676,US,USA,,S,,,,D,,PARK STREET DISTRIBUTION SERVICES,FL,DIST,,SI,,Eastern Area,Dom3 Florida Division,Domestic,Dom3 SouthEast Region,60,FL,Florida,FL,8009
0010015858,0000205030,COLOMBIA,,S,,,,I,,DESTILERIA NACIONAL S A,,DIST,,SI,,Americas Area,Intl66  South America Div,International,Intl4 LACM Region,85,,,,1159
0010015859,0000205030,COLOMBIA,,S,,,,I,,PRONAL LIMITADA,,DIST,,SI,,Americas Area,Intl66  South America Div,International,Intl4 LACM Region,85,,,,1159
0010015872,US,USA,,S,,,,D,,SOUTHERN GLAZER S WINE AND SPIRITS,TN,DIST,,SI,,Eastern Area,Dom3 Southeast Division,Domestic,Dom3 SouthEast Region,60,TN,Tennessee,TN,1121
0010015876,US,USA,,S,,,,D,,GRIFFIN BEVERAGE COMPANY,MI,DIST,,SI,,Northern Area,Dom2 Lakes Division,Domestic,Dom2 Central Region,56,MI,Michigan,MI,1128
0010015880,US,USA,,S,,,,D,,BAKER DISTRIBUTING CORPORATION,VT,DIST,,SI,,Mega Area,Dom4 Mega East Division,Domestic,Dom4 Mega Region,83,VT,Vermont,VT,8009
0010015881,US,USA,,S,,,,D,,GENERAL WHOLESALE COMPANY,GA,DIST,,SI,,Eastern Area,Dom3 Southeast Division,Domestic,Dom3 SouthEast Region,60,GA,Georgia,GA,8009
0010015886,US,USA,,S,,,,D,,HORIZON BEVERAGE COMPANY  INC,MA,DIST,,SI,,Northern Area,Dom2 New England Division,Domestic,Dom2 NorthEast Region,55,MA,Massachusetts,MA,8009
0010015890,US,USA,,S,,,,D,,CARDINAL DISTRIBUTING COMPANY LLC,MT,DIST,,SI,,Mega Area,Dom4 Mega West Division,Domestic,Dom4 Mega Region,83,MT,Montana,MT,1151
0010015891,US,USA,,S,,,,D,,BLACH DISTRIBUTING COMPANY,NV,DIST,,SI,,Western Area,Dom1 Western Division,Domestic,Dom1 Western Region,23,NV,Nevada,NV,1151
0010015892,US,USA,,S,,,,D,,SOUTHERN GLAZER S WINE AND,NV,DIST,,SI,,Western Area,Dom1 Western Division,Domestic,Dom1 Western Region,23,NV,Nevada,NV,8009
0010015895,US,USA,,S,,,,D,,RH BARRINGER DISTRIBUTING CO,NC,DIST,,SI,,Eastern Area,Dom3 Carolinas Division,Domestic,Dom3 Atlantic Region,87,NC,North Carolina,NC,8009
0010015897,US,USA,,S,,,,D,,ATHENS DISTRIBUTING COMPANY OF,TN,DIST,,SI,,Eastern Area,Dom3 Southeast Division,Domestic,Dom3 SouthEast Region,60,TN,Tennessee,TN,1151
0010015898,US,USA,,S,,,,D,,LIPMAN BROTHERS LLC,TN,DIST,,SI,,Eastern Area,Dom3 Southeast Division,Domestic,Dom3 SouthEast Region,60,TN,Tennessee,TN,1121
0010015899,US,USA,,S,,,,D,,TENNESSEE CROWN DISTRIBUTING CO,TN,DIST,,SI,,Eastern Area,Dom3 Southeast Division,Domestic,Dom3 SouthEast Region,60,TN,Tennessee,TN,8009
0010015900,US,USA,,S,,,,D,,SELECT WINES  INC,VA,DIST,,SI,,Eastern Area,Dom3 Capital Division,Domestic,Dom3 Atlantic Region,87,VA,Virginia,VA,8009
0010015910,0000205021,COSTA RICA,,S,,,,I,,GRUPO PAMPA CRC S A,,DIST,,SI,,Americas Area,Intl63  Central America Div,International,Intl4 LACM Region,85,,,,8009
0010015911,0000205000,MEXICO,,S,,,,I,,BODEGAS LA NEGRITA SA DE CV,,DIST,,SI,,Americas Area,Intl57  Mexico Div,International,Intl4 LACM Region,85,,,,1159
0010015914,0000205036,PANAMA,,S,,,,I,,FELIPE MOTTA S A,,DIST,,SI,,Americas Area,Intl63  Central America Div,International,Intl4 LACM Region,85,,,,8009
0010015915,0000205041,TRAVEL RETAIL,,S,,,,I,,MOTTA INTERNACIONAL  S A,,DIST,,SI,,Americas Area,Intl69  Travel Retail Div,International,Intl4 LACM Region,85,,,,1159
0010015917,0000205041,TRAVEL RETAIL,,S,,,,I,,TOP BRANDS INTERNACIONAL,,DIST,,SI,,Americas Area,Intl69  Travel Retail Div,International,Intl4 LACM Region,85,,,,8009
0010015920,0000206029,TAIWAN,,S,,,,I,,SERGIO VALENTE INC,,DIST,,SI,,Asia Area,Intl87  A O Asia Div,International,Intl5 Asia Region,84,,,,8009
0010015922,0000200002,GERMANY,,S,,,,I,,DANEL FEINKOST GMBH   CO KG,,DIST,,SI,,Europe Area,Intl24  Germany Div,International,Intl2 Cont Europe Region,24,,,,8009
0010015925,0000200002,GERMANY,,S,,,,I,,WEIN WOLF GMBH,,DIST,,SI,,Europe Area,Intl24  Germany Div,International,Intl2 Cont Europe Region,24,,,,2101
0010016050,0000204001,BRITISH COLUMBIA  CANADA,,S,,,,I,,B C LIQUOR DISTRIBUTION BRANCH,BC,DIST,,SI,,Americas Area,Intl54  Western Canada Div,International,Intl3 Canada Region,68,0000204001,BRITISH COLUMBIA  CANADA,,8009
0010016167,US,USA,,S,,,,D,,NEW HAMPSHIRE DISTRIBUTORS LLC,NH,DIST,,SI,,Northern Area,Dom2 New England Division,Domestic,Dom2 NorthEast Region,55,NH,New Hampshire,NH,1122
